,image1,image2,similarity
90,../input/siim-covid19-detection/train/8943d1d85097/24f76a89447b/c3a09e8a600d.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
91,../input/siim-covid19-detection/train/8943d1d85097/4d2a4e3f2904/6f54e9cbd180.dcm,../input/siim-covid19-detection/train/8943d1d85097/5b9fdac1600e/c7925ab50eb0.dcm,1.0
92,../input/siim-covid19-detection/train/8943d1d85097/4d2a4e3f2904/6f54e9cbd180.dcm,../input/siim-covid19-detection/train/8943d1d85097/847da36d8859/35e398a5a431.dcm,1.0
93,../input/siim-covid19-detection/train/8943d1d85097/4d2a4e3f2904/6f54e9cbd180.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
94,../input/siim-covid19-detection/train/8943d1d85097/5b9fdac1600e/c7925ab50eb0.dcm,../input/siim-covid19-detection/train/8943d1d85097/847da36d8859/35e398a5a431.dcm,1.0
95,../input/siim-covid19-detection/train/8943d1d85097/5b9fdac1600e/c7925ab50eb0.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
96,../input/siim-covid19-detection/train/8943d1d85097/847da36d8859/35e398a5a431.dcm,../input/siim-covid19-detection/train/8943d1d85097/fdf2e4a2f7d5/c4b68b29a072.dcm,1.0
97,../input/siim-covid19-detection/train/8d603dc4f0fc/13e2e83a2ce7/9939f63af4ff.dcm,../input/siim-covid19-detection/train/8d603dc4f0fc/59e05778f6d2/42f55c3da74f.dcm,1.0
98,../input/siim-covid19-detection/train/8e88d7565396/4ac4b724bb27/e3e2f20e0264.dcm,../input/siim-covid19-detection/train/8e88d7565396/adf36e3dd994/abb96ea8a826.dcm,0.98046875
99,../input/siim-covid19-detection/train/8f08039e8b7f/a3a672912ac4/c843d08b49b8.dcm,../input/siim-covid19-detection/train/8f08039e8b7f/be6ad55a171e/be65d1a22de5.dcm,1.0
100,../input/siim-covid19-detection/train/8f08039e8b7f/a3a672912ac4/c843d08b49b8.dcm,../input/siim-covid19-detection/train/c65ed6750934/c2e3588fb042/7be323e5f816.dcm,1.0
101,../input/siim-covid19-detection/train/8f08039e8b7f/be6ad55a171e/be65d1a22de5.dcm,../input/siim-covid19-detection/train/c65ed6750934/c2e3588fb042/7be323e5f816.dcm,1.0
102,../input/siim-covid19-detection/train/8f22d79a5ba0/131349d2c9da/a57bf6dd6119.dcm,../input/siim-covid19-detection/train/8f22d79a5ba0/778e3988e3c7/0c6b440ba98e.dcm,1.0
103,../input/siim-covid19-detection/train/8ffea46ac1bc/256b8c9f1146/19701de5ae89.dcm,../input/siim-covid19-detection/train/8ffea46ac1bc/429dd165e747/9fcbe25a88e0.dcm,1.0
104,../input/siim-covid19-detection/train/906b1c0633c1/afc9750c6452/40e1d57e03be.dcm,../input/siim-covid19-detection/train/906b1c0633c1/b92d8d986b72/59bc532be971.dcm,1.0
105,../input/siim-covid19-detection/train/9168dcefe508/687326615e53/717ea5155b46.dcm,../input/siim-covid19-detection/train/9168dcefe508/d552b06a358a/077c85f226d8.dcm,1.0
106,../input/siim-covid19-detection/train/92e8920ef425/405ce67caa59/2a7a456d367e.dcm,../input/siim-covid19-detection/train/92e8920ef425/956bc8ab994e/c64ddad4795a.dcm,1.0
107,../input/siim-covid19-detection/train/970c96c9fa5d/3ed9824012ec/8d4b3609ed92.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/4a97f07b84fb/f7c7683d6ed9.dcm,0.9921875
108,../input/siim-covid19-detection/train/970c96c9fa5d/3ed9824012ec/8d4b3609ed92.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/8a97cd4421d2/9872a8a48f23.dcm,0.9921875
109,../input/siim-covid19-detection/train/970c96c9fa5d/3ed9824012ec/8d4b3609ed92.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/c539c837a4b7/e738c549fe8e.dcm,1.0
110,../input/siim-covid19-detection/train/970c96c9fa5d/4a97f07b84fb/f7c7683d6ed9.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/8a97cd4421d2/9872a8a48f23.dcm,1.0
111,../input/siim-covid19-detection/train/970c96c9fa5d/4a97f07b84fb/f7c7683d6ed9.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/c539c837a4b7/e738c549fe8e.dcm,0.9921875
112,../input/siim-covid19-detection/train/970c96c9fa5d/8a97cd4421d2/9872a8a48f23.dcm,../input/siim-covid19-detection/train/970c96c9fa5d/c539c837a4b7/e738c549fe8e.dcm,0.9921875
113,../input/siim-covid19-detection/train/98177d6d0db0/55585ce12cae/32ebc75d961e.dcm,../input/siim-covid19-detection/train/98177d6d0db0/e2038b24da06/149356f04849.dcm,1.0
114,../input/siim-covid19-detection/train/9d0157caf088/054366f39e38/6d36ffbc7864.dcm,../input/siim-covid19-detection/train/9d0157caf088/9b701acaa63c/df565bcf3504.dcm,1.0
115,../input/siim-covid19-detection/train/9f8d8f947beb/68e77eb9b262/a0178e3a0d8f.dcm,../input/siim-covid19-detection/train/9f8d8f947beb/c480be89187f/ce51b397b1a6.dcm,0.98828125
116,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,1.0
117,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,1.0
118,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,1.0
119,../input/siim-covid19-detection/train/a0254bf8a96e/06ba74679242/0b020a7aff0a.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
120,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,1.0
121,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,1.0
122,../input/siim-covid19-detection/train/a0254bf8a96e/1d3998721a2a/0acec7010081.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
123,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,1.0
124,../input/siim-covid19-detection/train/a0254bf8a96e/28087c35914d/3e7b2ffc97db.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
125,../input/siim-covid19-detection/train/a0254bf8a96e/4fef6386ea44/e96133d06736.dcm,../input/siim-covid19-detection/train/a0254bf8a96e/6a0d1a7615db/ace7a9702770.dcm,1.0
126,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,1.0
127,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,1.0
128,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,1.0
129,../input/siim-covid19-detection/train/a4e94133d95a/4f3e328cf312/df4f1240317e.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
130,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,1.0
131,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,1.0
132,../input/siim-covid19-detection/train/a4e94133d95a/80e588304042/4bb94cd7f2f4.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
133,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,1.0
134,../input/siim-covid19-detection/train/a4e94133d95a/8f9beb80ef97/608d574388ba.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
135,../input/siim-covid19-detection/train/a4e94133d95a/d21eed917f1f/866e3622cb24.dcm,../input/siim-covid19-detection/train/a4e94133d95a/d67b58c10af4/6728e11290af.dcm,1.0
136,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/162b5d411004/b97c6b32105e.dcm,1.0
137,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/20fa011f7b89/61f3ac249c50.dcm,1.0
138,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/404be832e7d3/ddb051c1233b.dcm,1.0
139,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/5087172b02fd/a39667fe9a81.dcm,1.0
140,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/703a3434f855/49664f078f0e.dcm,1.0
141,../input/siim-covid19-detection/train/a7335b2f9815/01c98be1ef7e/869476b0763a.dcm,../input/siim-covid19-detection/train/a7335b2f9815/b762d1484120/267a250932bc.dcm,1.0
142,../input/siim-covid19-detection/train/a7335b2f9815/162b5d411004/b97c6b32105e.dcm,../input/siim-covid19-detection/train/a7335b2f9815/20fa011f7b89/61f3ac249c50.dcm,1.0
143,../input/siim-covid19-detection/train/a7335b2f9815/162b5d411004/b97c6b32105e.dcm,../input/siim-covid19-detection/train/a7335b2f9815/404be832e7d3/ddb051c1233b.dcm,1.0
144,../input/siim-covid19-detection/train/a7335b2f9815/162b5d411004/b97c6b32105e.dcm,../input/siim-covid19-detection/train/a7335b2f9815/5087172b02fd/a39667fe9a81.dcm,1.0
145,../input/siim-covid19-detection/train/a7335b2f9815/162b5d411004/b97c6b32105e.dcm,../input/siim-covid19-detection/train/a7335b2f9815/703a3434f855/49664f078f0e.dcm,1.0
146,../input/siim-covid19-detection/train/a7335b2f9815/162b5d411004/b97c6b32105e.dcm,../input/siim-covid19-detection/train/a7335b2f9815/b762d1484120/267a250932bc.dcm,1.0
147,../input/siim-covid19-detection/train/a7335b2f9815/20fa011f7b89/61f3ac249c50.dcm,../input/siim-covid19-detection/train/a7335b2f9815/404be832e7d3/ddb051c1233b.dcm,1.0
148,../input/siim-covid19-detection/train/a7335b2f9815/20fa011f7b89/61f3ac249c50.dcm,../input/siim-covid19-detection/train/a7335b2f9815/5087172b02fd/a39667fe9a81.dcm,1.0
149,../input/siim-covid19-detection/train/a7335b2f9815/20fa011f7b89/61f3ac249c50.dcm,../input/siim-covid19-detection/train/a7335b2f9815/703a3434f855/49664f078f0e.dcm,1.0
150,../input/siim-covid19-detection/train/a7335b2f9815/20fa011f7b89/61f3ac249c50.dcm,../input/siim-covid19-detection/train/a7335b2f9815/b762d1484120/267a250932bc.dcm,1.0
151,../input/siim-covid19-detection/train/a7335b2f9815/404be832e7d3/ddb051c1233b.dcm,../input/siim-covid19-detection/train/a7335b2f9815/5087172b02fd/a39667fe9a81.dcm,1.0
152,../input/siim-covid19-detection/train/a7335b2f9815/404be832e7d3/ddb051c1233b.dcm,../input/siim-covid19-detection/train/a7335b2f9815/703a3434f855/49664f078f0e.dcm,1.0
153,../input/siim-covid19-detection/train/a7335b2f9815/404be832e7d3/ddb051c1233b.dcm,../input/siim-covid19-detection/train/a7335b2f9815/b762d1484120/267a250932bc.dcm,1.0
154,../input/siim-covid19-detection/train/a7335b2f9815/5087172b02fd/a39667fe9a81.dcm,../input/siim-covid19-detection/train/a7335b2f9815/703a3434f855/49664f078f0e.dcm,1.0
155,../input/siim-covid19-detection/train/a7335b2f9815/5087172b02fd/a39667fe9a81.dcm,../input/siim-covid19-detection/train/a7335b2f9815/b762d1484120/267a250932bc.dcm,1.0
156,../input/siim-covid19-detection/train/a7335b2f9815/703a3434f855/49664f078f0e.dcm,../input/siim-covid19-detection/train/a7335b2f9815/b762d1484120/267a250932bc.dcm,1.0
157,../input/siim-covid19-detection/train/a90de7edd9b7/12e931a0b48a/ef6e312ca719.dcm,../input/siim-covid19-detection/train/a90de7edd9b7/83d02c3671d9/847f48f57169.dcm,1.0
158,../input/siim-covid19-detection/train/b185438c915c/4933b78b3264/172a7ed6d7e2.dcm,../input/siim-covid19-detection/train/b185438c915c/ae27bdefb724/e73f2cc047ad.dcm,1.0
159,../input/siim-covid19-detection/train/b30c87707a75/6168aac73628/84135cf828e7.dcm,../input/siim-covid19-detection/train/b30c87707a75/88d7b8112dd4/8093df07a5d0.dcm,1.0
160,../input/siim-covid19-detection/train/b9a4725804c9/aa25d34e219a/7e8966bfec61.dcm,../input/siim-covid19-detection/train/b9a4725804c9/ebf19881aeea/779f0040d1b2.dcm,0.95703125
161,../input/siim-covid19-detection/train/c29970048923/b67d36eb6f80/76c66ee8e58d.dcm,../input/siim-covid19-detection/train/c29970048923/fc3ba5dcfffe/7b3e9f13d4e7.dcm,0.95703125
162,../input/siim-covid19-detection/train/c36cde17cd04/0423e87a0994/13db06153828.dcm,../input/siim-covid19-detection/train/c36cde17cd04/8cf88934383c/f208dc529d16.dcm,1.0
163,../input/siim-covid19-detection/train/c58f890db01a/b0aa4165da48/b7eb26ddf5a3.dcm,../input/siim-covid19-detection/train/c58f890db01a/f7bf6963b9e3/d74ef8961bff.dcm,0.9765625
164,../input/siim-covid19-detection/train/c6af19161721/1c969fc17960/8ab8682e8bc6.dcm,../input/siim-covid19-detection/train/c6af19161721/d3ec7f8c6e74/a2ee4b862182.dcm,1.0
165,../input/siim-covid19-detection/train/d0ffd8ac78ea/1ee84c0f3a0e/66dabc6f972d.dcm,../input/siim-covid19-detection/train/d0ffd8ac78ea/949826603728/d787c9bd4fa8.dcm,1.0
166,../input/siim-covid19-detection/train/d172b5d65314/8d4e4f21392b/68ad4b624a6d.dcm,../input/siim-covid19-detection/train/d172b5d65314/f48b96290fce/0575769456b9.dcm,1.0
167,../input/siim-covid19-detection/train/d422862db292/069c881aa5f6/df2bb22fa871.dcm,../input/siim-covid19-detection/train/d422862db292/f0cb3d4909e0/2f6019c75d6d.dcm,1.0
168,../input/siim-covid19-detection/train/d8f567817b2d/db12a3413db1/60fecf059f05.dcm,../input/siim-covid19-detection/train/d8f567817b2d/f5f6ef56c232/b0866caa201a.dcm,1.0
169,../input/siim-covid19-detection/train/d8fa04c1d853/48a0460791c2/52f97cad2b63.dcm,../input/siim-covid19-detection/train/d8fa04c1d853/9b0842b8669c/6e5946091b8a.dcm,1.0
170,../input/siim-covid19-detection/train/d8fa04c1d853/48a0460791c2/52f97cad2b63.dcm,../input/siim-covid19-detection/train/d8fa04c1d853/b5fbe6b16424/75b52bec817f.dcm,1.0
171,../input/siim-covid19-detection/train/d8fa04c1d853/9b0842b8669c/6e5946091b8a.dcm,../input/siim-covid19-detection/train/d8fa04c1d853/b5fbe6b16424/75b52bec817f.dcm,1.0
172,../input/siim-covid19-detection/train/de33d3a51e83/432ade7f3613/cbf0a27f993e.dcm,../input/siim-covid19-detection/train/de33d3a51e83/e78053023c55/07c6b234a94b.dcm,1.0
173,../input/siim-covid19-detection/train/e43c10ce7933/11827c82f4b8/3577ee4f26c4.dcm,../input/siim-covid19-detection/train/e43c10ce7933/c44881fc4987/3566e20a178e.dcm,1.0
174,../input/siim-covid19-detection/train/e764f1cb364c/02a46123a5cb/e897ef5c203c.dcm,../input/siim-covid19-detection/train/e764f1cb364c/4bbd0e9a1ba2/87adda1908f9.dcm,1.0
175,../input/siim-covid19-detection/train/e764f1cb364c/02a46123a5cb/e897ef5c203c.dcm,../input/siim-covid19-detection/train/e764f1cb364c/6ed04fa3ce03/9108cdfd43dc.dcm,1.0
176,../input/siim-covid19-detection/train/e764f1cb364c/4bbd0e9a1ba2/87adda1908f9.dcm,../input/siim-covid19-detection/train/e764f1cb364c/6ed04fa3ce03/9108cdfd43dc.dcm,1.0
177,../input/siim-covid19-detection/train/e867ef0d690a/471d3b088d30/33c026e51b02.dcm,../input/siim-covid19-detection/train/e867ef0d690a/661498c2db1b/a94171e98807.dcm,0.99609375
178,../input/siim-covid19-detection/train/f2b77c3c70c5/62e46ab46c5b/bdd3115879aa.dcm,../input/siim-covid19-detection/train/f2b77c3c70c5/c35a08da2560/1c1069c57757.dcm,1.0
179,../input/siim-covid19-detection/train/f4be1e2350a2/0bd0445d3287/a414f67f5735.dcm,../input/siim-covid19-detection/train/f4be1e2350a2/aeefcd003d8d/a5bbd30ed109.dcm,1.0
180,../input/siim-covid19-detection/train/f6ffe212deeb/726f9a470fe9/173c23887f9b.dcm,../input/siim-covid19-detection/train/f6ffe212deeb/cdfd0af93c9a/21518ca15050.dcm,1.0
